input,issues
"Drone log, vbat avg=22.39V (min=22.2V), amperage max=5.42A, rssi avg=40 (min=39), motor imbalance=187, gyro variability=0.049, acc variability=0.077, GPS sats min=13, GPS speed max=17.61 m/s, alt avg=681.3m, throttle avg=1157, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.25V (min=9.79V), amperage max=9.15A, rssi avg=79 (min=66), motor imbalance=364, gyro variability=2.98, acc variability=19.245, GPS sats min=6, GPS speed max=23.15 m/s, alt avg=137.1m, throttle avg=1749, failsafe phase=1, rx signal quality=0.68 → What issues occurred?",battery sag; motor desync; failsafe triggered
"Drone log, vbat avg=23.48V (min=23.37V), amperage max=6.55A, rssi avg=38 (min=38), motor imbalance=254, gyro variability=0.057, acc variability=0.111, GPS sats min=8, GPS speed max=20.44 m/s, alt avg=772.8m, throttle avg=1178, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.14V (min=12.18V), amperage max=20.06A, rssi avg=82 (min=41), motor imbalance=234, gyro variability=1.102, acc variability=14.029, GPS sats min=2, GPS speed max=3.93 m/s, alt avg=52.5m, throttle avg=1397, failsafe phase=1, rx signal quality=0.72 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.92V (min=20.74V), amperage max=6.97A, rssi avg=45 (min=45), motor imbalance=470, gyro variability=0.103, acc variability=0.119, GPS sats min=15, GPS speed max=16.17 m/s, alt avg=549.4m, throttle avg=1195, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.18V (min=13.38V), amperage max=18.79A, rssi avg=48 (min=69), motor imbalance=108, gyro variability=3.834, acc variability=5.683, GPS sats min=2, GPS speed max=23.42 m/s, alt avg=122.6m, throttle avg=1698, failsafe phase=1, rx signal quality=0.43 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.64V (min=10.41V), amperage max=8.29A, rssi avg=96 (min=65), motor imbalance=348, gyro variability=3.98, acc variability=1.255, GPS sats min=9, GPS speed max=9.18 m/s, alt avg=115.3m, throttle avg=1056, failsafe phase=0, rx signal quality=0.87 → What issues occurred?",motor desync
"Drone log, vbat avg=22.44V (min=22.34V), amperage max=5.4A, rssi avg=42 (min=42), motor imbalance=163, gyro variability=0.034, acc variability=0.054, GPS sats min=13, GPS speed max=17.53 m/s, alt avg=680.0m, throttle avg=1157, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.48V (min=22.37V), amperage max=4.62A, rssi avg=37 (min=36), motor imbalance=279, gyro variability=0.044, acc variability=0.103, GPS sats min=13, GPS speed max=17.03 m/s, alt avg=639.2m, throttle avg=1124, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.54V (min=21.43V), amperage max=4.97A, rssi avg=35 (min=34), motor imbalance=177, gyro variability=0.031, acc variability=0.062, GPS sats min=16, GPS speed max=16.37 m/s, alt avg=649.2m, throttle avg=1163, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.76V (min=21.54V), amperage max=5.45A, rssi avg=38 (min=38), motor imbalance=254, gyro variability=0.036, acc variability=0.055, GPS sats min=14, GPS speed max=23.1 m/s, alt avg=551.3m, throttle avg=1163, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.48V (min=19.91V), amperage max=12.09A, rssi avg=72 (min=11), motor imbalance=334, gyro variability=3.094, acc variability=10.616, GPS sats min=10, GPS speed max=15.79 m/s, alt avg=130.1m, throttle avg=1318, failsafe phase=0, rx signal quality=0.11 → What issues occurred?",rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=20.73V (min=17.35V), amperage max=14.52A, rssi avg=79 (min=61), motor imbalance=118, gyro variability=1.09, acc variability=17.66, GPS sats min=7, GPS speed max=12.69 m/s, alt avg=149.0m, throttle avg=1740, failsafe phase=0, rx signal quality=0.6 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.63V (min=19.88V), amperage max=5.52A, rssi avg=90 (min=37), motor imbalance=258, gyro variability=2.491, acc variability=6.423, GPS sats min=6, GPS speed max=17.84 m/s, alt avg=66.4m, throttle avg=1435, failsafe phase=0, rx signal quality=0.95 → What issues occurred?",prop wash; motor desync
"Drone log, vbat avg=22.45V (min=22.31V), amperage max=4.52A, rssi avg=38 (min=38), motor imbalance=237, gyro variability=0.068, acc variability=0.108, GPS sats min=13, GPS speed max=17.25 m/s, alt avg=617.0m, throttle avg=1124, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.1V (min=20.95V), amperage max=6.92A, rssi avg=44 (min=43), motor imbalance=533, gyro variability=0.071, acc variability=0.372, GPS sats min=15, GPS speed max=16.93 m/s, alt avg=529.0m, throttle avg=1157, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.6V (min=23.48V), amperage max=5.25A, rssi avg=32 (min=32), motor imbalance=195, gyro variability=0.031, acc variability=0.087, GPS sats min=8, GPS speed max=16.33 m/s, alt avg=750.6m, throttle avg=1138, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.41V (min=15.8V), amperage max=9.71A, rssi avg=64 (min=79), motor imbalance=236, gyro variability=0.848, acc variability=21.582, GPS sats min=1, GPS speed max=23.37 m/s, alt avg=143.3m, throttle avg=1610, failsafe phase=0, rx signal quality=0.2 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.06V (min=17.88V), amperage max=8.73A, rssi avg=64 (min=65), motor imbalance=6, gyro variability=1.662, acc variability=23.083, GPS sats min=13, GPS speed max=15.76 m/s, alt avg=142.6m, throttle avg=1547, failsafe phase=1, rx signal quality=0.71 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.19V (min=17.28V), amperage max=17.52A, rssi avg=23 (min=15), motor imbalance=17, gyro variability=2.834, acc variability=2.106, GPS sats min=5, GPS speed max=1.18 m/s, alt avg=80.7m, throttle avg=1110, failsafe phase=0, rx signal quality=0.12 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.89V (min=13.46V), amperage max=8.65A, rssi avg=26 (min=88), motor imbalance=263, gyro variability=4.524, acc variability=16.032, GPS sats min=11, GPS speed max=18.14 m/s, alt avg=129.5m, throttle avg=1316, failsafe phase=0, rx signal quality=0.15 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=21.83V (min=14.83V), amperage max=19.15A, rssi avg=61 (min=68), motor imbalance=105, gyro variability=3.483, acc variability=24.742, GPS sats min=9, GPS speed max=13.8 m/s, alt avg=51.7m, throttle avg=1485, failsafe phase=1, rx signal quality=0.08 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.46V (min=22.32V), amperage max=5.5A, rssi avg=51 (min=50), motor imbalance=241, gyro variability=0.16, acc variability=0.072, GPS sats min=13, GPS speed max=12.49 m/s, alt avg=665.7m, throttle avg=1161, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=24.1V (min=23.88V), amperage max=3.85A, rssi avg=66 (min=66), motor imbalance=159, gyro variability=0.096, acc variability=0.116, GPS sats min=8, GPS speed max=0.76 m/s, alt avg=459.9m, throttle avg=1089, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.36V (min=22.23V), amperage max=8.77A, rssi avg=39 (min=39), motor imbalance=433, gyro variability=0.092, acc variability=0.16, GPS sats min=13, GPS speed max=9.25 m/s, alt avg=594.2m, throttle avg=1213, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.08V (min=22.93V), amperage max=6.47A, rssi avg=36 (min=36), motor imbalance=313, gyro variability=0.109, acc variability=0.154, GPS sats min=9, GPS speed max=22.15 m/s, alt avg=879.3m, throttle avg=1183, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.69V (min=15.99V), amperage max=15.78A, rssi avg=28 (min=41), motor imbalance=57, gyro variability=1.983, acc variability=33.19, GPS sats min=12, GPS speed max=16.86 m/s, alt avg=83.0m, throttle avg=1733, failsafe phase=0, rx signal quality=0.38 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.8V (min=21.68V), amperage max=4.65A, rssi avg=62 (min=61), motor imbalance=252, gyro variability=0.034, acc variability=0.109, GPS sats min=14, GPS speed max=16.19 m/s, alt avg=581.6m, throttle avg=1142, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.04V (min=14.22V), amperage max=6.32A, rssi avg=98 (min=68), motor imbalance=181, gyro variability=3.698, acc variability=2.574, GPS sats min=5, GPS speed max=18.36 m/s, alt avg=121.4m, throttle avg=1506, failsafe phase=1, rx signal quality=0.61 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=23.12V (min=20.14V), amperage max=9.56A, rssi avg=20 (min=13), motor imbalance=279, gyro variability=0.436, acc variability=13.469, GPS sats min=10, GPS speed max=7.98 m/s, alt avg=136.1m, throttle avg=1301, failsafe phase=0, rx signal quality=0.35 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.71V (min=13.39V), amperage max=6.09A, rssi avg=82 (min=88), motor imbalance=358, gyro variability=3.109, acc variability=37.632, GPS sats min=13, GPS speed max=23.6 m/s, alt avg=91.3m, throttle avg=1735, failsafe phase=1, rx signal quality=0.67 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=22.68V (min=22.56V), amperage max=5.12A, rssi avg=39 (min=39), motor imbalance=178, gyro variability=0.04, acc variability=0.074, GPS sats min=13, GPS speed max=16.25 m/s, alt avg=707.8m, throttle avg=1145, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.84V (min=21.71V), amperage max=7.35A, rssi avg=42 (min=42), motor imbalance=323, gyro variability=0.037, acc variability=0.067, GPS sats min=15, GPS speed max=18.98 m/s, alt avg=647.9m, throttle avg=1160, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.84V (min=22.76V), amperage max=4.92A, rssi avg=36 (min=36), motor imbalance=172, gyro variability=0.038, acc variability=0.072, GPS sats min=11, GPS speed max=20.73 m/s, alt avg=733.1m, throttle avg=1141, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.54V (min=21.41V), amperage max=5.22A, rssi avg=48 (min=47), motor imbalance=302, gyro variability=0.043, acc variability=0.085, GPS sats min=15, GPS speed max=18.17 m/s, alt avg=567.0m, throttle avg=1154, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.16V (min=12.06V), amperage max=6.03A, rssi avg=84 (min=16), motor imbalance=310, gyro variability=4.811, acc variability=21.823, GPS sats min=8, GPS speed max=1.76 m/s, alt avg=102.0m, throttle avg=1566, failsafe phase=0, rx signal quality=0.05 → What issues occurred?",prop wash; rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=22.18V (min=19.45V), amperage max=20.16A, rssi avg=30 (min=48), motor imbalance=345, gyro variability=3.663, acc variability=12.349, GPS sats min=4, GPS speed max=5.74 m/s, alt avg=142.8m, throttle avg=1236, failsafe phase=1, rx signal quality=0.05 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=23.09V (min=8.56V), amperage max=6.19A, rssi avg=91 (min=60), motor imbalance=138, gyro variability=1.143, acc variability=31.923, GPS sats min=7, GPS speed max=3.41 m/s, alt avg=126.1m, throttle avg=1378, failsafe phase=1, rx signal quality=0.83 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.39V (min=15.32V), amperage max=11.63A, rssi avg=74 (min=85), motor imbalance=327, gyro variability=2.236, acc variability=22.014, GPS sats min=4, GPS speed max=24.12 m/s, alt avg=85.2m, throttle avg=1033, failsafe phase=1, rx signal quality=0.97 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=21.47V (min=19.68V), amperage max=21.1A, rssi avg=66 (min=41), motor imbalance=143, gyro variability=1.355, acc variability=5.254, GPS sats min=10, GPS speed max=8.18 m/s, alt avg=81.1m, throttle avg=1033, failsafe phase=0, rx signal quality=0.52 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.91V (min=21.82V), amperage max=4.97A, rssi avg=38 (min=37), motor imbalance=288, gyro variability=0.048, acc variability=0.18, GPS sats min=13, GPS speed max=18.99 m/s, alt avg=620.2m, throttle avg=1137, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.76V (min=22.62V), amperage max=5.25A, rssi avg=41 (min=40), motor imbalance=232, gyro variability=0.126, acc variability=0.08, GPS sats min=11, GPS speed max=16.94 m/s, alt avg=710.5m, throttle avg=1146, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.59V (min=9.84V), amperage max=22.53A, rssi avg=45 (min=59), motor imbalance=216, gyro variability=0.84, acc variability=39.295, GPS sats min=0, GPS speed max=12.84 m/s, alt avg=63.3m, throttle avg=1684, failsafe phase=1, rx signal quality=0.03 → What issues occurred?",battery sag; failsafe triggered; gps loss
"Drone log, vbat avg=22.55V (min=21.03V), amperage max=9.95A, rssi avg=62 (min=28), motor imbalance=128, gyro variability=1.537, acc variability=39.029, GPS sats min=4, GPS speed max=4.65 m/s, alt avg=100.0m, throttle avg=1558, failsafe phase=0, rx signal quality=0.68 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.29V (min=11.42V), amperage max=20.53A, rssi avg=67 (min=66), motor imbalance=148, gyro variability=2.864, acc variability=26.233, GPS sats min=12, GPS speed max=19.99 m/s, alt avg=98.6m, throttle avg=1482, failsafe phase=0, rx signal quality=0.4 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.73V (min=14.02V), amperage max=5.18A, rssi avg=51 (min=13), motor imbalance=55, gyro variability=3.637, acc variability=21.765, GPS sats min=12, GPS speed max=22.54 m/s, alt avg=85.8m, throttle avg=1617, failsafe phase=0, rx signal quality=0.39 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=22.38V (min=22.29V), amperage max=4.95A, rssi avg=40 (min=40), motor imbalance=287, gyro variability=0.084, acc variability=0.145, GPS sats min=13, GPS speed max=16.34 m/s, alt avg=588.4m, throttle avg=1123, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.32V (min=20.2V), amperage max=15.36A, rssi avg=24 (min=81), motor imbalance=188, gyro variability=3.792, acc variability=4.252, GPS sats min=14, GPS speed max=7.63 m/s, alt avg=82.7m, throttle avg=1494, failsafe phase=1, rx signal quality=0.26 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=23.19V (min=20.98V), amperage max=14.75A, rssi avg=65 (min=10), motor imbalance=107, gyro variability=0.239, acc variability=23.338, GPS sats min=4, GPS speed max=16.26 m/s, alt avg=65.3m, throttle avg=1283, failsafe phase=1, rx signal quality=0.35 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.49V (min=17.06V), amperage max=17.72A, rssi avg=88 (min=71), motor imbalance=166, gyro variability=3.998, acc variability=2.978, GPS sats min=6, GPS speed max=15.84 m/s, alt avg=68.9m, throttle avg=1486, failsafe phase=1, rx signal quality=0.86 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=20.32V (min=9.74V), amperage max=22.35A, rssi avg=46 (min=31), motor imbalance=192, gyro variability=0.565, acc variability=0.853, GPS sats min=2, GPS speed max=20.82 m/s, alt avg=99.4m, throttle avg=1139, failsafe phase=1, rx signal quality=0.61 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.28V (min=21.19V), amperage max=9.84A, rssi avg=49 (min=36), motor imbalance=78, gyro variability=2.692, acc variability=23.606, GPS sats min=13, GPS speed max=3.14 m/s, alt avg=79.3m, throttle avg=1204, failsafe phase=0, rx signal quality=0.95 → What issues occurred?",no issue
"Drone log, vbat avg=22.05V (min=21.92V), amperage max=5.52A, rssi avg=35 (min=34), motor imbalance=444, gyro variability=0.075, acc variability=0.09, GPS sats min=14, GPS speed max=13.92 m/s, alt avg=638.4m, throttle avg=1116, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.17V (min=15.32V), amperage max=21.29A, rssi avg=23 (min=87), motor imbalance=94, gyro variability=2.58, acc variability=28.717, GPS sats min=11, GPS speed max=19.6 m/s, alt avg=106.3m, throttle avg=1018, failsafe phase=1, rx signal quality=0.37 → What issues occurred?",failsafe triggered
